,i,year,month,acyear,title,category,inst,instclass,url
9168,9168,2015,8,2015,"Director, Arecibo Observatory - JRID51510",Science Management,SRI International,Research Laboratory,../job_view?JobID=51510
9169,9169,2015,10,2015,Fellowship and Postdoctoral Research Positions in Observational and Theoretical Cosmology and Extragalactic Astronomy - JRID51849,Post-doctoral Positions and Fellowships,Durham University,Large Academic,../job_view?JobID=51849
9170,9170,2016,5,2015,Postdoctoral Position in Galaxy and Black Hole Astrophysics - JRID54031,Post-doctoral Positions and Fellowships,ETH Zurich,Large Academic,../job_view?JobID=54031
9171,9171,2015,11,2015,Columbia University Science Fellows in Frontiers of Science - JRID52791,Faculty Positions (visiting and non-tenure),Columbia University,Large Academic,../job_view?JobID=52791
9172,9172,2007,9,2007,Postdoctoral Fellowship in Detectors - JRID29592,PostV,The Rochester Institute of Technology,Large Academic,../job_view?JobID=29592
9173,9173,2006,6,2006,Assistant Professor of Astronomy - Stellar Astronomy - JRID26688,TT,Georgia State University,Large Academic,../job_view?JobID=26688
9174,9174,2015,11,2015,Postdoctoral Fellow  - NANOGrav Physics Frontier Center - JRID52796,Post-doctoral Positions and Fellowships,University of Texas Rio Grande Valley,Large Academic,../job_view?JobID=52796
9175,9175,2006,6,2006,Associate Scientist - JRID26685,Other,National Radio Astronomy Observatory,Other,../job_view?JobID=26685
9176,9176,2006,6,2006,Member of Technical Staff- Technical Director of Seeker Experimental System - JRID26682,Rsrch,MIT Lincoln Laboratory,Research Laboratory,../job_view?JobID=26682
9177,9177,2013,11,2013,Postdoctoral Positions in High Energy Astrophysics - JRID46506,Post-doctoral Positions and Fellowships,Max-Planck-Institut fuer Astrophysik,Foreign,../job_view?JobID=46506
9178,9178,2015,8,2015,Observatory Software Project Manager - JRID51370,Scientific/Technical Staff,Thirty Meter Telescope,Other,../job_view?JobID=51370
9179,9179,2016,1,2015,"Postdoctoral Research Associate - Lunar &amp; Planetary Laboratory, University of Arizona - JRID53223",Post-doctoral Positions and Fellowships,Lunar &amp; Planetary Laboratory - University of Arizona,Large Academic,../job_view?JobID=53223
9180,9180,2003,12,2003,POSTDOC POSITIONS IN THE MPE X-RAY GROUP - JRID21483,PostV,Max-Planck-Institut fuer extraterrestris,Foreign,../job_view?JobID=21483
9181,9181,2003,12,2003,Postdoctoral Scholar - JRID21480,PostV,California Institute of Technology,Small Academic,../job_view?JobID=21480
9182,9182,2003,12,2003,ASSISTANT PROFESSOR of ASTRONOMY - Posting # F0419 - JRID21486,PostV,"EASTERN MICHIGAN UNIVERSITY, Department",Large Academic,../job_view?JobID=21486
9183,9183,2016,1,2015,"Postdoctoral Research Associate - Lunar &amp; Planetary Laboratory, University of Arizona - JRID53226",Post-doctoral Positions and Fellowships,Lunar &amp; Planetary Laboratory - University of Arizona,Large Academic,../job_view?JobID=53226
9184,9184,2003,12,2003,Posdoctoral Positions in Gravitational Lensing - JRID21489,PostV,"University of California, Davis",Large Academic,../job_view?JobID=21489
9185,9185,2015,10,2015,William and Caroline Herschel Post-Doctoral Fellowship - JRID52013,Post-doctoral Positions and Fellowships,"McMaster University, Dept. of Physics &amp; Astronomy",Large Academic,../job_view?JobID=52013
9186,9186,2014,12,2014,Postdoctoral Research and Teaching Position in Active Black Holes - JRID49904,Post-doctoral Positions and Fellowships,Amherst College,Small Academic,../job_view?JobID=49904
9187,9187,2007,10,2007,"Postdoctoral Research Positions in Theoretical Astrophysics, Cosmology, and Planetary Science - JRID29841",PostV,"Theoretical Astrophyiscs Center, UC Berk",Large Academic,../job_view?JobID=29841
9188,9188,2007,10,2007,postdoctoral research associate on resolved stellar populations and distance scale - JRID29847,Rsrch,Texas A&amp;M University,Large Academic,../job_view?JobID=29847
9189,9189,2007,10,2007,Education and Public Outreach Specialist (NASA GSFC/SP Systems) - JRID29844,Other,,Other,../job_view?JobID=29844
9190,9190,2015,12,2015,Instrument Research Scientist Sr - JRID52959,Other,Lockheed Martin,Other,../job_view?JobID=52959
9191,9191,2016,2,2015,Visiting Faculty Position in Astronomy - JRID53692,Faculty Positions (visiting and non-tenure),Mount Holyoke College,Small Academic,../job_view?JobID=53692
9192,9192,2015,10,2015,SKA Faculty Positions at Shanghai Astronomical Observatory - JRID52108,Faculty Positions (tenure and tenure-track),Shanghai Astronomical Observatory,Foreign,../job_view?JobID=52108
9193,9193,2014,4,2013,"Senior Scientist (Astronomer), Qatar Exoplanet Survey - JRID47905",Faculty Positions (tenure and tenure-track),Qatar Environment &amp; Energy Research Institute / Member of Qatar Foundation,Research Laboratory,../job_view?JobID=47905
9194,9194,2004,1,2003,Postdoctoral Research Associate in Computational Astrophysics - JRID21669,PostV,University of Tennessee/Oak Ridge Nation,Large Academic,../job_view?JobID=21669
9195,9195,2004,1,2003,Project Engineering Manager - JRID21666,Other,Lowell Observatory,Other,../job_view?JobID=21666
9196,9196,2007,9,2007,Postdoctoral Researcher in X-ray Astronomy - JRID29658,PostV,Penn State University,Large Academic,../job_view?JobID=29658
9197,9197,2004,1,2003,Opto-Mechanical Engineer - JRID21663,Other,Lowell Observatory,Other,../job_view?JobID=21663
9198,9198,2010,11,2010,Postdoctoral Position in Theoretical/Computational Astrophysics - JRID38163,Post-doctoral Positions and Fellowships,Lawrence Berkeley National Laboratory,Research Laboratory,../job_view?JobID=38163
9199,9199,2009,4,2008,Tombaugh Scholar Sabbatical Visitor in Astronomy - JRID34131,Faculty Positions (visiting and non-tenure),New Mexico State University,Large Academic,../job_view?JobID=34131
9200,9200,2010,11,2010,Senior Systems Administrator - JRID38160,Other,National Optical Astronomy Observatory,Foreign,../job_view?JobID=38160
9201,9201,2009,3,2008,Astronomer - JRID34134,Scientific/Technical Staff,ESO - European Organisation for Astronom,Foreign,../job_view?JobID=34134
9202,9202,2005,10,2005,"Postdoctoral Fellow, Star Formation - JRID25179",PostV,Smithsonian Astrophysical Observatory,Other,../job_view?JobID=25179
9203,9203,2005,10,2005,Tenure-Track Astronomer &amp; Gemini Science Fellow Positions - JRID25176,Other,Gemini Observatory,Other,../job_view?JobID=25176
9204,9204,2010,11,2010,Postdoctoral Scholar - JRID38169,Post-doctoral Positions and Fellowships,Arizona State University,Large Academic,../job_view?JobID=38169
9205,9205,2007,8,2007,Postdoctoral Positions in Particle Astrophysics / Cosmology - Stanford University - JRID29307,PostV,Stanford University,Small Academic,../job_view?JobID=29307
9206,9206,2005,10,2005,Assistant Professor in Astrophysics - JRID25170,TT,University of Colorado at Boulder,Large Academic,../job_view?JobID=25170
9207,9207,2014,12,2014,Postdoctoral position at the University of Zürich - JRID49701,Post-doctoral Positions and Fellowships,"Center for Theoretical Astrophysics and Cosmology, University of Zürich",Large Academic,../job_view?JobID=49701
9208,9208,2014,11,2014,Post-doctoral Position in Exoplanet Research ETH Zurich - JRID49706,Post-doctoral Positions and Fellowships,ETH Zurich,Large Academic,../job_view?JobID=49706
9209,9209,2007,8,2007,MIT Pappalardo Fellowships in Physics - JRID29301,PostV,MIT,Large Academic,../job_view?JobID=29301
9210,9210,2007,9,2007,Astronomer specialized in Interferometry - JRID29652,Rsrch,European Organisation for Astronomical R,Other,../job_view?JobID=29652
9211,9211,2012,7,2012,Chief Technician and Manager - MDM Observatory - JRID42377,Scientific/Technical Staff,University of Michigan / MDM Observatory,Large Academic,../job_view?JobID=42377
9212,9212,2010,10,2010,Junior or Senior Faculty Position in Astrophysics - JRID37800,Faculty Positions (tenure and tenure-track),University of Waterloo &amp; Perimeter Insti,Foreign,../job_view?JobID=37800
9213,9213,2010,10,2010,"Assistant Professor, Astronomy &amp; Astrophysics and Geophysical Sciences - JRID37803",Faculty Positions (tenure and tenure-track),University of Chicago,Large Academic,../job_view?JobID=37803
9214,9214,2012,7,2012,"Postdoctoral Position at the Collaborative Research Center SFB 676 ""Particles, Strings and the Early Universe"" - JRID42374",Post-doctoral Positions and Fellowships,University of Hamburg,Large Academic,../job_view?JobID=42374
9215,9215,2010,10,2010,Postdoctoral Position in Gravitational Lensing and Cosmology - JRID37806,Post-doctoral Positions and Fellowships,University of Pennsylvania,Large Academic,../job_view?JobID=37806
9216,9216,2010,10,2010,Post Doctoral Scientist - JRID37809,Post-doctoral Positions and Fellowships,USRA - Universities Space Research Assoc,Small Academic,../job_view?JobID=37809
9217,9217,2015,1,2014,Five Postdoctoral Position in astronomy and astrophysics - JRID50230,Post-doctoral Positions and Fellowships,Chalmers University of Technology,Large Academic,../job_view?JobID=50230
9218,9218,2015,1,2014,Postdoctoral Researcher in Galaxy and Cluster Evolution - JRID50233,Post-doctoral Positions and Fellowships,"Astrophysics Research Institute, Liverpool JMU",Large Academic,../job_view?JobID=50233
9219,9219,2015,10,2015,Postdoctoral Positions in Astrophysics and Astrochemistry in Japan - JRID52102,Post-doctoral Positions and Fellowships,Institute of Physical and Chemical Research (RIKEN),Foreign,../job_view?JobID=52102
9220,9220,2015,1,2014,Postdoctoral Researcher in Observations and Modelling of Explosive Transients - JRID50236,Post-doctoral Positions and Fellowships,"Astrophysics Research Institute, Liverpool JMU",Large Academic,../job_view?JobID=50236
9221,9221,2015,1,2014,Postdoctoral Researcher on Galaxy Cluster Cosmology - JRID49811,Post-doctoral Positions and Fellowships,The University of Melbourne,Large Academic,../job_view?JobID=49811
9222,9222,2014,6,2014,Associate Editor - Astronomy Magazine - JRID48238,Other,Kalmbach Publishing Co.,Other,../job_view?JobID=48238
9223,9223,2012,2,2011,Postdoctoral position in molecular astrophysics - JRID41574,Post-doctoral Positions and Fellowships,Leiden Observatory,Foreign,../job_view?JobID=41574
9224,9224,2012,2,2011,Analysis and interpretation of Planck Data at IAP  - JRID41577,Post-doctoral Positions and Fellowships,IAP - Institut d'Astrophysique de Paris,Research Laboratory,../job_view?JobID=41577
9225,9225,2013,10,2013,Postdoctoral Position in Exoplanets - JRID45853,Post-doctoral Positions and Fellowships,Wesleyan University,Small Academic,../job_view?JobID=45853
9226,9226,2013,12,2013,ATST Data Center Development Project Manager - JRID45851,Other,AURA/NSO,Other,../job_view?JobID=45851
9227,9227,2011,1,2010,Research Associate - Theoretical Astrophysics - JRID38787,Post-doctoral Positions and Fellowships,University of Leicester,Large Academic,../job_view?JobID=38787
9228,9228,2011,1,2010,Research Associate in Computer Graphics and Visualisation - JRID38784,Pre-doctoral/Graduate Positions,"University of Portsmouth, UK",Large Academic,../job_view?JobID=38784
9229,9229,2003,4,2002,Postdoctoral Research Fellow in Stellar Populations - JRID20049,PostV,Universidad de Concepcion,Foreign,../job_view?JobID=20049
9230,9230,2011,11,2011,Postdoctoral assiciates in cosmology - JRID40801,Post-doctoral Positions and Fellowships,Leibniz Institute for Astrophysics Potsdam,Foreign,../job_view?JobID=40801
9231,9231,2011,1,2010,CATP-Origins Institute Postdoctoral Fellowship in Planetary Astrobiology - JRID38781,Post-doctoral Positions and Fellowships,"Origins Institute, McMaster University",Research Laboratory,../job_view?JobID=38781
9232,9232,2003,4,2002,Visiting Graduate Scientist Short-Term Fellowships 2003/4 SIRTF Science Center - JRID20046,PostV,California Institute of Technology,Large Academic,../job_view?JobID=20046
9233,9233,2003,4,2002,Postdoctoral Scientist - JRID20040,PostV,Australia Telescope National Facility,Foreign,../job_view?JobID=20040
9234,9234,2005,11,2005,Postdoctoral Position in Extragalactic Astronomy - JRID25563,PostV,Wesleyan University,Small Academic,../job_view?JobID=25563
9235,9235,2007,12,2007,Lecturer/Associate Professor in Astrophysics - JRID30771,TT,University of Exeter,Large Academic,../job_view?JobID=30771
9236,9236,2012,12,2012,Facility Science Instrument Software Engineer - JRID44007,Science Engineering,Universities Space Research Association,Other,../job_view?JobID=44007
9237,9237,2007,12,2007,Postdoctoral Research Position in Stellar Astronomy - JRID30777,PostV,University of Toronto,Foreign,../job_view?JobID=30777
9238,9238,2011,6,2011,Data Management and Analysis for the 3D-HST Project - JRID39560,Post-doctoral Positions and Fellowships,Yale University -Dept of Astronomy,Other,../job_view?JobID=39560
9239,9239,2010,11,2010,Assistant Professor of Astronomy - JRID38277,Faculty Positions (tenure and tenure-track),Wesleyan University,Small Academic,../job_view?JobID=38277
9240,9240,2011,6,2011,Postdoctoral Position in Planet Formation Theory - JRID39563,Post-doctoral Positions and Fellowships,University of Wyoming,Small Academic,../job_view?JobID=39563
9241,9241,2011,6,2011,Imaging Science Postdoctoral Fellowship - ID# 11233 - JRID39566,Post-doctoral Positions and Fellowships,The Institute for Astronomy at The University of Hawaii,Large Academic,../job_view?JobID=39566
9242,9242,2007,11,2007,Postdoctoral Research Fellowship - Extragalactic astrophysics &amp; precision spectroscopy - JRID30348,PostV,Swinburne University of Technology,Large Academic,../job_view?JobID=30348
9243,9243,2007,11,2007,Research Associate in Galaxy Cluster Evolution - JRID30345,PostV,Center for Astrophysics and Supercomputi,Foreign,../job_view?JobID=30345
9244,9244,2014,10,2014,Assistant Professors in Astronomical Instrumentation or Data-Intensive Astronomy – University of Toronto - JRID49223,Faculty Positions (tenure and tenure-track),University of Toronto,Large Academic,../job_view?JobID=49223
9245,9245,2007,11,2007,Astrophysics Research Scientist - JRID30342,Rsrch,Australia Telescope National Facility,Research Laboratory,../job_view?JobID=30342
9246,9246,2016,4,2015,Post Doctoral - JRID53911,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,../job_view?JobID=53911
9247,9247,2007,3,2006,Supervisory Astronomer (Subject area: fundamental astronomy) - JRID28710,MngOth,U.S. Naval Observatory,Government Agency,../job_view?JobID=28710
9248,9248,2010,11,2010,Dark Matter - JRID38274,Post-doctoral Positions and Fellowships,Several Universities and Research Center,Large Academic,../job_view?JobID=38274
9249,9249,2016,4,2015,NRAO- Assistant Scientist - JRID53914,Scientific/Technical Staff,The National Radio Astronomy Observatory,Other,../job_view?JobID=53914
9250,9250,2007,3,2006,Postdoctoral position in Astrophysics at UNAM - JRID28716,PostV,"Instituto de Astronomia, UNAM",Foreign,../job_view?JobID=28716
9251,9251,2007,3,2006,"Research Associate in Theoretical Cosmology, Steward Observatory - JRID28719",PostV,The University of Arizona,Large Academic,../job_view?JobID=28719
9252,9252,2012,1,2011,SMS Survey Research Fellow - JRID41397,Post-doctoral Positions and Fellowships,Australian National University,Large Academic,../job_view?JobID=41397
9253,9253,2012,1,2011,Senior System Engineer - JRID41390,Science Engineering,AURA/NSO/Advanced Technology Solar Telescope,Other,../job_view?JobID=41390
9254,9254,2006,8,2006,ADAPTIVE OPTICS LASER SYSTEM SUPPORT ENGINEER - JRID26910,RsrchSp,Caltech Optical Observatories (COO) / Pa,Small Academic,../job_view?JobID=26910
9255,9255,2006,8,2006,Astronomer/ Astronomy Educator - JRID26913,NTT,Convent of the Sacred Heart,Small Academic,../job_view?JobID=26913
9256,9256,2012,1,2011,PhD positions in X-ray and TeV gamma-ray astronomy - JRID41393,Pre-doctoral/Graduate Positions,"Institute for Astronomy and Astrophysics, Tuebingen University",Foreign,../job_view?JobID=41393
9257,9257,2008,9,2008,Post Doctoral - JRID32271,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,../job_view?JobID=32271
9258,9258,2006,8,2006,MIT Pappalardo Fellowships in Physics - JRID26919,PostV,MIT,Large Academic,../job_view?JobID=26919
9259,9259,2008,9,2008,Faculty Ad for Dark Cosmology - JRID32274,Faculty Positions (tenure and tenure-track),Carnegie Mellon University,Large Academic,../job_view?JobID=32274
9260,9260,2008,10,2008,Postdoctoral Research Fellow - JRID32277,Post-doctoral Positions and Fellowships,East Tennesee State University,Small Academic,../job_view?JobID=32277
9261,9261,2015,9,2015,Postdoctoral Position in CMB OBSERVATIONAL COSMOLOGY - JRID51743,Post-doctoral Positions and Fellowships,McGill University,Large Academic,../job_view?JobID=51743
9262,9262,2007,12,2007,Postdoctoral Research Fellow in Galaxy Formation &amp; Evolution - JRID30699,PostV,University of Nottingham,Foreign,../job_view?JobID=30699
9263,9263,2009,11,2009,Astrophysics and Cosmology - JRID35409,Post-doctoral Positions and Fellowships,"Niels Bohr International Academy, Niels",Foreign,../job_view?JobID=35409
9264,9264,2007,11,2007,Scientific Software Engineer in the Herschel-PACS ICC - JRID30168,RsrchSp,Max-Planck-Institute for Extraterrestria,Foreign,../job_view?JobID=30168
9265,9265,2011,8,2011,Scientific Programmer    - JRID39788,Science Engineering,National Radio Astronomy Observatory,Other,../job_view?JobID=39788
9266,9266,2011,11,2011,Postdoctoral position in Galaxy Evolution - JRID40629,Post-doctoral Positions and Fellowships,Texas A&amp;M University,Large Academic,../job_view?JobID=40629
9267,9267,2009,11,2009,Research Astronomer - JRID35403,Other,Anglo-Australian Observatory,Foreign,../job_view?JobID=35403
9268,9268,2007,12,2007,Resident Astronomer - JRID30690,TT,Observatorio Astron,Large Academic,../job_view?JobID=30690
9269,9269,2007,12,2007,"Clusters of galaxies, galaxy evolution, cosmology - JRID30693",PostV,Michigan State University,Large Academic,../job_view?JobID=30693
9270,9270,2011,9,2011,"Director, National Radio Astronomy Observatory - JRID40156",Science Management,"Associated Universities, Inc./ National Radio Astronomy Observatory",Research Laboratory,../job_view?JobID=40156
9271,9271,2013,1,2012,Benoziyo Prize Postdoctoral Fellowship in Astrophysics - JRID44106,Post-doctoral Positions and Fellowships,Weizmann Institute of Science,Large Academic,../job_view?JobID=44106
9272,9272,2009,11,2009,AAO Research Fellow - JRID35406,Other,Anglo-Australian Observatory,Foreign,../job_view?JobID=35406
9273,9273,2007,11,2007,Astronomer in the Herschel-PACS ICC - JRID30165,MngOth,Max-Planck-Institute for Extraterrestial,Foreign,../job_view?JobID=30165
9274,9274,2007,12,2007,Full Professorship in Cosmology and Structure Formation - JRID30696,TT,"University Observatory, Ludwig-Maximilia",Foreign,../job_view?JobID=30696
9275,9275,2014,9,2014,"Postdoctoral Position in Software, Princeton University - JRID48783",Post-doctoral Positions and Fellowships,Princeton University,Small Academic,../job_view?JobID=48783
9276,9276,2011,9,2011,Postdoctoral Position in Computational Star/Galaxy Formation - JRID39905,Post-doctoral Positions and Fellowships,McMaster University,Large Academic,../job_view?JobID=39905
9277,9277,2010,5,2009,Postdoctoral Research Appointment in Computational/Theoretical Astrophysics - JRID36693,Post-doctoral Positions and Fellowships,"Institute for Astronomy, University of E",Foreign,../job_view?JobID=36693
9278,9278,2015,4,2014,"Scientist VI, Exoplanet and Comparative Planetary System Science - JRID50929",Scientific/Technical Staff,Jet Propulsion Laboratory,Research Laboratory,../job_view?JobID=50929
9279,9279,2013,10,2013,Policy Fellowships for Social Science: Learn More! - JRID45679,Post-doctoral Positions and Fellowships,American Association for the Advancement of Science,Government Agency,../job_view?JobID=45679
9280,9280,2010,5,2009,Research Position  in Astrophysics - JRID36690,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center,Foreign,../job_view?JobID=36690
9281,9281,2010,5,2009,Support Scientist for spectroscopy - JRID36696,Post-doctoral Positions and Fellowships,Max-Planck-Institut fur Radioastronomie,Foreign,../job_view?JobID=36696
9282,9282,2013,10,2013,YCAA Prize Postdoctoral Fellowship - JRID45673,Post-doctoral Positions and Fellowships,Yale University,Large Academic,../job_view?JobID=45673
9283,9283,2010,5,2009,Assistant Research Physicist - JRID36699,Post-doctoral Positions and Fellowships,"University of California, Berkeley - Spa",Large Academic,../job_view?JobID=36699
9284,9284,2013,10,2013,ETH Zurich PhD Position in Galaxy and Black Hole Astrophysics - JRID45670,Pre-doctoral/Graduate Positions,ETH Zurich,Large Academic,../job_view?JobID=45670
9285,9285,2012,9,2012,Post Doctoral (12-0129) - JRID42641,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,../job_view?JobID=42641
9286,9286,2008,5,2007,"Postdoctoral Positions in Astrophysics: Gamma-Ray Bursts, Star Formation and Galaxy Evolution - JRID31569",PostV,University of Iceland,Foreign,../job_view?JobID=31569
9287,9287,2008,9,2008,Post Doc - JRID32181,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Large Academic,../job_view?JobID=32181
9288,9288,2008,9,2008,POSTDOCTORAL PRIZE FELLOWSHIPS IN THEORETICAL PHYSICS OR ASTROPHYSICS - JRID32187,Post-doctoral Positions and Fellowships,California Institute of Technology,Large Academic,../job_view?JobID=32187
9289,9289,2008,9,2008,Cosmology - JRID32184,Faculty Positions (tenure and tenure-track),University of Pittsburgh,Large Academic,../job_view?JobID=32184
9290,9290,2008,5,2007,Postdoctoral Fellow in CO/Gamma-Ray Studies - JRID31560,PostV,Harvard-Smithsonian Center for Astrophys,Large Academic,../job_view?JobID=31560
9291,9291,2012,9,2012,"Faculty Positions in Science, Technology, and Innovation - JRID42647",Faculty Positions (tenure and tenure-track),The Skolkovo Institute of Science and Technology,Foreign,../job_view?JobID=42647
9292,9292,2011,11,2011,Postdoctoral position in Theoretical Cosmology - JRID40575,Post-doctoral Positions and Fellowships,University of Geneva,Large Academic,../job_view?JobID=40575
9293,9293,2008,5,2007,Post-Doc: Solar and Heliospheric Research -- Murchison Widefield Array (MWA) - JRID31563,PostV,Massachusetts Institute of Technology (M,Large Academic,../job_view?JobID=31563
9294,9294,2011,3,2010,Astronomy Education and Research at the Clay Center Observatory - JRID39195,Faculty Positions (visiting and non-tenure),Clay Center Observatory at Dexter and Southfield Schools,Small Academic,../job_view?JobID=39195
9295,9295,2008,5,2007,Senior Software Engineer - JRID31566,Science Engineering,New Mexico Tech/Magdalena Ridge Observat,Large Academic,../job_view?JobID=31566
9296,9296,2012,2,2011,Lecturer in Astronomy and Astrophysics  - JRID41449,Faculty Positions (tenure and tenure-track),Macquarie University &amp; Australian Astronomical Observatory,Large Academic,../job_view?JobID=41449
9297,9297,2013,4,2012,"Tenure Track Position in Extragalactic Astrophysics at Instituto de Astronomia, UNAM, Mexico - JRID44818",Faculty Positions (tenure and tenure-track),"Instituto de Astronomia, UNAM",Foreign,../job_view?JobID=44818
9298,9298,2013,4,2012,"Tenure Track Position in Astrophysics at Instituto de Astronomía, UNAM, Mexico - JRID44810",Faculty Positions (tenure and tenure-track),"Instituto de Astronomía, UNAM",Foreign,../job_view?JobID=44810
9299,9299,2012,9,2012,Post Doctoral (12-0128) - JRID42644,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,../job_view?JobID=42644
9300,9300,2013,4,2012,Postdoctoral Position in X-ray Astrophysics - JRID44815,Post-doctoral Positions and Fellowships,University of Maryland,Large Academic,../job_view?JobID=44815
9301,9301,2011,12,2011,Harvard Postdoctoral Position with DASCH Project - JRID41112,Post-doctoral Positions and Fellowships,Harvard College Observatory; Harvard-Smithsonian Center for Astrophysics,Large Academic,../job_view?JobID=41112
9302,9302,2005,9,2005,Postdoctoral Positions and Visiting Fellowship Positions in Theoretical/Computational Astrophysics - JRID24969,PostV,Theoretical Institute for Advanced Resea,Large Academic,../job_view?JobID=24969
9303,9303,2004,11,2004,Particle Astrophysics / High Energy Gamma Ray Astrophysics - JRID23538,PostV,Univ. of California at Santa Cruz,Large Academic,../job_view?JobID=23538
9304,9304,2005,3,2004,Instructor of Astronomy - JRID24219,NTT,Bowling Green State University,Large Academic,../job_view?JobID=24219
9305,9305,2005,9,2005,Postdoctoral Research Associate - JRID24963,PostV,California Institute of Technology,Small Academic,../job_view?JobID=24963
9306,9306,2005,9,2005,Fortner Research Fellowships in Theoretical Astrophysics - JRID24960,Rsrch,University of Illinois at Urbana-Champai,Large Academic,../job_view?JobID=24960
9307,9307,2004,11,2004,Lecturer/ Senior Lecturer in Astroparticle Physics - JRID23241,Rsrch,Imperial College London,Large Academic,../job_view?JobID=23241
9308,9308,2005,9,2005,Adaptive Optics Research Associate-Post Doc - JRID24966,PostV,California Asso. for Research in Astrono,Large Academic,../job_view?JobID=24966
9309,9309,2004,11,2004,Gordon and Betty Moore Fellowships in Data Intensive Science - JRID23247,Rsrch,Johns Hopkins University,Large Academic,../job_view?JobID=23247
9310,9310,2004,11,2004,Plasma Physics Scientist - JRID23244,Rsrch,"Institute for Scientific Research, Inc.",Research Laboratory,../job_view?JobID=23244
9311,9311,2006,7,2006,PhD Position in Astrophysics on Dark Energy with Baryonic Acoustic Oscillations - JRID26781,Other,Max-Planck-Institute For Extraterrestria,Foreign,../job_view?JobID=26781
9312,9312,2014,5,2013,Post-doctoral fellowship  - JRID48147,Post-doctoral Positions and Fellowships,MPIfR,Foreign,../job_view?JobID=48147
9313,9313,2007,11,2007,Astrophysics and Observational Cosmology - JRID30306,PostV,Korea Institute for Advanced Study (KIAS,Foreign,../job_view?JobID=30306
9314,9314,2015,12,2015,Assistant/Associate/Full Professor (Tenured/Tenure-Track) - JRID52854,Faculty Positions (tenure and tenure-track),Louisiana State University,Other,../job_view?JobID=52854
9315,9315,2015,10,2015,"Tenure-Track Assistant Professor of Observational Astrophysics, University of Toronto - JRID51892",Faculty Positions (tenure and tenure-track),Department of Astronomy &amp; Astrophysics/University of Toronto,Large Academic,../job_view?JobID=51892
9316,9316,2013,10,2013,Postdoctoral Fellow - Low Frequency Radio Astronomy - JRID45710,Post-doctoral Positions and Fellowships,CSIRO Astronomy and Space Science,Foreign,../job_view?JobID=45710
9317,9317,2016,1,2015,Astrophysicist (Technical Assistant) 16-13 - JRID53271,Other,Smithsonian Astrophysical Observatory,Other,../job_view?JobID=53271
9318,9318,2008,12,2008,Five-year postdoctoral fellowship in ALMA commissioning and submillimeter astronomy - JRID33588,Post-doctoral Positions and Fellowships,ALMA Regional Center node in the Netherl,Foreign,../job_view?JobID=33588
9319,9319,2008,12,2008,Data Analysis Specialist - JRID33582,Other,AURA-Gemini Observatory,Other,../job_view?JobID=33582
9320,9320,2014,10,2014,Faculty Position in Experimental Astrophysics/Cosmology/Particle-Astrophysics - JRID48909,Faculty Positions (tenure and tenure-track),Brown University - Department of Physics,Small Academic,../job_view?JobID=48909
9321,9321,2008,12,2008,PS1 Science Consortium Postdoctoral Researcher - ID# 28631 - JRID33585,Post-doctoral Positions and Fellowships,Institute for Astronomy,Other,../job_view?JobID=33585
9322,9322,2008,12,2008,Postdoctoral Position in Theoretical Star Formation Studies - JRID33633,Post-doctoral Positions and Fellowships,Center for Astronomy of Heidelberg Unive,Foreign,../job_view?JobID=33633
9323,9323,2008,12,2008,Postdoctoral position in theoretical astrophysics/astro-particle physics - JRID33630,Post-doctoral Positions and Fellowships,University of California - Irvine,Large Academic,../job_view?JobID=33630
9324,9324,2008,12,2008,POSTDOCTORAL SCHOLAR IN GALAXY FORMATION AND EVOLUTION - JRID33636,Post-doctoral Positions and Fellowships,UC Santa Barbara,Large Academic,../job_view?JobID=33636
9325,9325,2014,12,2014,Object classification and 3D galaxy distribution power spectrum with LSST data - JRID49943,Post-doctoral Positions and Fellowships,CNRS,Large Academic,../job_view?JobID=49943
9326,9326,2008,12,2008,Postdoctoral Position on the Dark Energy Survey Data Management Team - JRID33639,Post-doctoral Positions and Fellowships,University of Illinois,Large Academic,../job_view?JobID=33639
9327,9327,2014,12,2014,"Postdoctoral positions at Universidad Diego Portales in planets, supernovae and high-redshift galaxies - JRID49946",Post-doctoral Positions and Fellowships,Universidad Diego Portales,Foreign,../job_view?JobID=49946
9328,9328,2009,12,2009,Postdoctoral Researcher in Observational High Energy Astrophysics - JRID36036,Post-doctoral Positions and Fellowships,University of Alabama,Large Academic,../job_view?JobID=36036
9329,9329,2009,12,2009,Postdoctoral Fellowship (HETDEX Detector System Lead) - JRID36033,Post-doctoral Positions and Fellowships,McDonald Observatory,Other,../job_view?JobID=36033
9330,9330,2011,4,2010,Postdoctoral Fellow in Neutral Hydrogen Radio Interferometry - University of Cape Town - JRID39279,Post-doctoral Positions and Fellowships,University of Cape Town,Foreign,../job_view?JobID=39279
9331,9331,2009,12,2009,Postdoctoral Fellowships in Solar/Stellar Physics - JRID36039,Post-doctoral Positions and Fellowships,"High Altitude Observatory, NCAR",Research Laboratory,../job_view?JobID=36039
