,i,year,month,acyear,title,category,inst,instclass,url,country
684,684,2017,7,2017,SARChI Postdoctoral Fellow in Neutral Hydrogen Radio Interferometry University of Cape Town,Post-doctoral Positions and Fellowships,University of Cape Town,Foreign,/ad/ee1287dc,South Africa
685,685,2018,3,2017,Chief Scientist,Science Management,W. M. Keck Observatory,Other,/ad/773792d0,United States of America
686,686,2017,9,2017,YCAA Postdoctoral Prize Fellowship in Astronomy and Astrophysics,Post-doctoral Positions and Fellowships,Yale University,Large Academic,/ad/ce7f7f6a,United States of America
687,687,2017,9,2017,Postdoc position in computational astrophysics (planet formation),Post-doctoral Positions and Fellowships,Heidelberg University,Large Academic,/ad/a613135a,Germany
688,688,2018,9,2018,"Postdoctoral Research Positions in Time-Domain Astrophysics (Transients, Gravitational Waves, Star/Exoplanet Magnetic Activity)",Post-doctoral Positions and Fellowships,Harvard University,Large Academic,/ad/bfa0a748,United States of America
689,689,2016,11,2016,Postdoc position in cosmology at Penn State,Post-doctoral Positions and Fellowships,The Pennsylvania State University,Large Academic,/ad/e2ce566c,United States of America
690,690,2017,2,2016,"Instructor/Assistant Professor, Astronomy ",Faculty Positions (visiting and non-tenure),Anne Arundel Community College,Small Academic,/ad/9558fbf3,United States of America
691,691,2019,2,2018,Adaptive Optics - Post Doctoral Research Associate ,Scientific/Technical Staff,AURA/NSO,Other,/ad/f9616583,United States of America
692,692,2018,4,2017,"Scientist IV, Interstellar and Planetary Chemistry and Science",Scientific/Technical Staff,Jet Propulsion Laboratory,Research Laboratory,/ad/db161494,United States of America
693,693,2017,6,2017,Deputy Director for SOFIA Science Mission Operations ,Other,"University of Stuttgart, Germany",Other,/ad/b3d43486,Germany
694,694,2018,12,2018,Assistant/Associate Research Professor - X ray Analysis of Transient Sources,Faculty Positions (visiting and non-tenure),Penn State University,Large Academic,/ad/80a92a31,United States of America
695,695,2019,4,2018,Postdoctoral Position in Galactic Dynamics and Dark Matter Astrophysics with Gaia,Post-doctoral Positions and Fellowships,University of Toronto,Large Academic,/ad/d04e0345,Canada
696,696,2016,10,2016,"Postdoctoral position, Finnish Centre for Astronomy with ESO, Finland",Post-doctoral Positions and Fellowships,Finnish Centre for Astronomy with ESO (FINCA),Foreign,/ad/b0b0709a,Finland
697,697,2019,3,2018,UX Developer,Scientific/Technical Staff,AURA/LSST,Other,/ad/80cfae0c,United States of America
698,698,2018,4,2017,Science Operations Specialist,Scientific/Technical Staff,AURA/Gemini,Other,/ad/71b145aa,United States of America
699,699,2019,5,2018,Senior Lecturer in Transient Astrophysics,Faculty Positions (tenure and tenure-track),University of Portsmouth,Large Academic,/ad/aa0e07a0,United Kingdom of Great Britain and Northern Ireland
700,700,2017,11,2017,Assistant Professor of Physics,Faculty Positions (tenure and tenure-track),University of Northern Colorado,Large Academic,/ad/4888be22,United States of America
701,701,2016,9,2016,Postdoc &amp; Junior Visiting Professor,Post-doctoral Positions and Fellowships,Institute for Advanced Study,Small Academic,/ad/43cf4d33,United States of America
702,702,2018,5,2017,Programmer,Scientific/Technical Staff,University of Maryland,Large Academic,/ad/fddd6894,United States of America
703,703,2016,10,2016,"Postdoctoral Position in Stellar Astrophysics and Galactic Archaeology at NCAC, Poland",Post-doctoral Positions and Fellowships,"Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences",Research Laboratory,/ad/ea46e61e,Poland
704,704,2017,9,2017,Postdoctoral Fellows in Supernova and Solar Physics,Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/efb7b274,Sweden
705,705,2016,7,2016,Astrophysicist 16-33,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Other,/ad/919e12b4,United States of America
706,706,2018,2,2017,M1 Control System Technical Project Manager,Science Engineering,"TMT International Observatory, LLC",Other,/ad/c327fd0d,United States of America
707,707,2018,12,2018,Traineeships in science operations with massive arrays,Pre-doctoral/Graduate Positions,ASTRON and JIVE,Foreign,/ad/034497bd,Netherlands
708,708,2017,10,2017,Associate Professorship in Solar Physics,Faculty Positions (tenure and tenure-track),University of Oslo,Large Academic,/ad/8eef8a2a,Norway
709,709,2016,9,2016,Postdoctoral Research Fellow in Numerical Astrophysics,Post-doctoral Positions and Fellowships,University of Hertfordshire,Large Academic,/ad/d3e0c800,United Kingdom of Great Britain and Northern Ireland
710,710,2017,10,2017,Senior Staff Astronomer at the IRAM 30-meter telescope,Scientific/Technical Staff,Institut de Radio Astronomie MillimÃ©trique (IRAM),Research Laboratory,/ad/61b5892d,Spain
711,711,2017,9,2017,1-2 Postdoctoral research fellowships in Solar Physics at the Institute of Theoretical Astrophysics of the University of Oslo.,Post-doctoral Positions and Fellowships,University of Oslo,Foreign,/ad/f5f539f7,Norway
712,712,2017,2,2016, Postdoctoral position in theoretical and computational high-energy astrophysics ,Post-doctoral Positions and Fellowships,University of Chicago,Large Academic,/ad/d703f8a9,United States of America
713,713,2018,8,2018,ESA Research Fellowships in Space Science,Post-doctoral Positions and Fellowships,European Space Agency,Other,/ad/90aa24d1,Netherlands
714,714,2017,12,2017,Research Astrophysicist,Scientific/Technical Staff,NASA / GSFC,Government Agency,/ad/397a3c9c,United States of America
715,715,2018,7,2018,HET Optomechanical Tech ,Scientific/Technical Staff,University of TX - McDonald Obsv,Large Academic,/ad/be630884,United States of America
716,716,2017,1,2016,Gemini Science Operations Specialist,Scientific/Technical Staff,AURA/Gemini Observatory,Other,/ad/cbc9a1c9,United States of America
717,717,2018,6,2018,Postdoctoral CATA-UC Fellowships 2018,Post-doctoral Positions and Fellowships,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,Foreign,/ad/8521068d,Chile
718,718,2018,6,2018,"PART-TIME ADJUNCT POSITION, LIBERAL STUDIES, New York UniversityÂ Arts and Science",Faculty Positions (visiting and non-tenure),New York UniversityÂ Arts and Science,Large Academic,/ad/4f2acc88,United States of America
719,719,2016,9,2016,Assitant/Assoicate Professor of Physics and Astronomy ,Faculty Positions (tenure and tenure-track),University of Missouri,Large Academic,/ad/24a05dc3,United States of America
720,720,2017,11,2017,Post-doctoral Research Associate in Galaxy Formation and the Circumgalactic Medium,Post-doctoral Positions and Fellowships,University of Edinburgh,Large Academic,/ad/e6bf8903,United Kingdom of Great Britain and Northern Ireland
721,721,2016,12,2016,"Postdoctoral Researcher in X-Ray Astronomy, University of California, Irvine Department of Physics and Astronomy",Post-doctoral Positions and Fellowships,University of California Irvine/Physics and Astronomy,Large Academic,/ad/3d22f10d,United States of America
722,722,2017,3,2016,Astronomical Optics Scientist,Scientific/Technical Staff,Space Telescope Science Institute,Other,/ad/eb462925,United States of America
723,723,2016,12,2016,PhD fellowship in solar physics (Solar ALMA project),Other,"University of Oslo, Norway",Foreign,/ad/7baa408c,Norway
724,724,2018,11,2018,One-two Postdoctoral Research Fellowships in Cosmology,Post-doctoral Positions and Fellowships,University of Oslo,Large Academic,/ad/d2fd58b0,Norway
725,725,2017,12,2017,Provost's Postdoctoral Fellowship in the Department of the Geophysical Sciences   ,Post-doctoral Positions and Fellowships,The University of Chicago,Large Academic,/ad/5ada0173,United States of America
726,726,2017,8,2017,Postdoctoral Researcher - X-ray &amp; Gamma-ray Astrophysics Research,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/3f68f651,United States of America
727,727,2018,7,2018, Telescope &amp; Site Software Manager,Science Management,AURA/LSST,Other,/ad/c2767fcd,United States of America
728,728,2017,10,2017,Tenure Track Faculty Position in Astrophysics,Faculty Positions (tenure and tenure-track),Boston University,Large Academic,/ad/3918d65d,United States of America
729,729,2017,6,2017,Tenure-Track or Tenured Astronomer,Faculty Positions (tenure and tenure-track),Lowell Observatory,Other,/ad/1093341d,United States of America
730,730,2017,10,2017,CIERA Board of Visitors Research Professorship at Northwestern University,Science Management,Northwestern University,Large Academic,/ad/b92b7be9,United States of America
731,731,2017,11,2017,Postdoctoral position in Cosmology,Post-doctoral Positions and Fellowships,University of Southern California,Large Academic,/ad/24d8c259,United States of America
732,732,2018,4,2017,Team Leader Software Engineering,Science Engineering,The Australian National University,Large Academic,/ad/23c1ad4e,Australia
733,733,2017,9,2017,Postdoctoral position in stellar and exoplanet astrophysics,Post-doctoral Positions and Fellowships,University of Texas at Austin,Large Academic,/ad/936a99f5,United States of America
734,734,2018,3,2017,One Postdoctoral Contract EST Ã“ptica MCAO 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/60a98aa4,Spain
735,735,2017,8,2017,Postdoctoral Research Assistant in Stellar Astrophysics and White Dwarfs,Post-doctoral Positions and Fellowships,University of Warwick,Large Academic,/ad/30378fd2,United Kingdom of Great Britain and Northern Ireland
736,736,2017,10,2017,Assistant Professor of Physics,Faculty Positions (tenure and tenure-track),University of West Georgia,Small Academic,/ad/e9a073b8,United States of America
737,737,2016,6,2016,LSST Head of Education and Public Outreach,Other,LSST/AURA,Other,/ad/9c326742,United States of America
738,738,2017,8,2017,AAS Media Fellowship,Other,American Astronomical Society,Other,/ad/53ca3f99,United States of America
739,739,2016,12,2016,Manager of the LSST software group at the University of Washington,Scientific/Technical Staff,University of Washington,Large Academic,/ad/7e9e0e7b,United States of America
740,740,2017,3,2016,X-RAY ASTRONOMY EXPERIMENTAL SCIENTIST,Scientific/Technical Staff,Marshall Space Fight Center/NASA,Government Agency,/ad/5756388c,United States of America
741,741,2018,3,2017,Visiting Assistant Professor,Faculty Positions (visiting and non-tenure),Franklin and Marshall College,Small Academic,/ad/6ee50eb8,United States of America
742,742,2017,9,2017,Postdoctoral position in Astrochemistry,Post-doctoral Positions and Fellowships,Leiden University,Foreign,/ad/2380606d,Netherlands
743,743,2016,10,2016, Assistant Professor - Physics,Faculty Positions (tenure and tenure-track),Colorado College,Small Academic,/ad/1135bcbe,United States of America
744,744,2018,12,2018,Postdoctoral Research Fellow - ASTRO 3D Fellow,Post-doctoral Positions and Fellowships,University of Melbourne,Large Academic,/ad/5bb5891f,Australia
745,745,2016,10,2016,Scientist Track Position at NOAO-South ,Scientific/Technical Staff,AURA/NOAO,Research Laboratory,/ad/db3a62e0,United States of America
746,746,2017,9,2017,Data Science/SN postdoc position at New York University,Post-doctoral Positions and Fellowships,New York University,Large Academic,/ad/39400d2b,United States of America
747,747,2017,4,2016,Gemini South AO Scientist,Scientific/Technical Staff,Gemini/AURA,Other,/ad/dd82cf0b,Chile
748,748,2018,6,2018,KASI Postdoctoral Positions,Post-doctoral Positions and Fellowships,Korea Astronomy and Space Science Institute,Foreign,/ad/4c85a714,Korea (Republic of)
749,749,2017,4,2016,Postdoctoral Research Fellowship in Molecular Astrophysics and Protoplanetary Disks,Post-doctoral Positions and Fellowships,Queen's University Belfast,Large Academic,/ad/30440d6d,United Kingdom of Great Britain and Northern Ireland
750,750,2016,10,2016,Postdoctoral position at the University of Victoria,Post-doctoral Positions and Fellowships,University of Victoria,Large Academic,/ad/3f894d07,Canada
751,751,2018,6,2018,Postdoctoral Fellowships at Universidad de Chile,Post-doctoral Positions and Fellowships,Universidad de Chile,Large Academic,/ad/b43e4b94,Chile
752,752,2018,12,2018,Post-doctoral Research Fellow,Post-doctoral Positions and Fellowships,University of Hertfordshire,Large Academic,/ad/d5beee16,United Kingdom of Great Britain and Northern Ireland
753,753,2018,10,2018,Exoplanet Exploration Program Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,Jet Propulsion Laboratory,Government Agency,/ad/3525790c,United States of America
754,754,2017,2,2016,Postdoctoral position in computational astrophysics,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center,Foreign,/ad/49ef8bda,Poland
755,755,2017,12,2017,Preparing for SKA HI studies of galaxy evolution with multi-wavelength data sets,Post-doctoral Positions and Fellowships,INAF-Arcetri Astrophysical Observatory,Foreign,/ad/0dd6ae73,Italy
756,756,2016,12,2016,"Faculty Position in Planetary Science, Florida Institute of Technology",Faculty Positions (tenure and tenure-track),Florida Institute of Technology,Small Academic,/ad/0ce34530,United States of America
757,757,2016,10,2016,Assistant Professor of Physics,Faculty Positions (tenure and tenure-track),University of Virginia,Large Academic,/ad/fd099ffd,United States of America
758,758,2017,10,2017,"Postdoctoral Fellows: Network for Neutrinos, Nuclear Astrophysics, and Symmetries",Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/d9ccaf1b,United States of America
759,759,2018,11,2018,"Head of Communications, Outreach and Education",Science Management,NCOA,Other,/ad/940c43c8,United States of America
760,760,2018,2,2017,Senior Instrumentation Optical Engineer,Science Engineering,"TMT International Observatory, LLC",Other,/ad/c00ee262,United States of America
761,761,2017,9,2017,Postdoctoral Fellow,Post-doctoral Positions and Fellowships,The University of Chicago,Large Academic,/ad/65d5c047,United States of America
762,762,2017,12,2017,4-Year ERC EXOKLEIN Postdoc in Carbon Cycles on Exoplanets (Kevin Hengâ€™s Group),Post-doctoral Positions and Fellowships,University of Bern,Large Academic,/ad/c754f8dd,Switzerland
763,763,2017,8,2017,Benoziyo Prize Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Weizmann Institute of Science,Large Academic,/ad/1f34e1f0,Israel
764,764,2017,8,2017,Postdoctoral Research Assistant in Galaxy dynamics,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/60d60b10,United Kingdom of Great Britain and Northern Ireland
765,765,2017,5,2016,Professor of NAOJ Chile Observatory (EA-ARC Manager),Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/ed56c649,Japan and Chile
766,766,2019,2,2018,HIRAX Postdoctoral Fellowships in Radio Astronomy and Instrumentation,Post-doctoral Positions and Fellowships,University of KwaZulu-Natal,Large Academic,/ad/1c4bc4d2,South Africa
767,767,2016,12,2016,Postdoctoral position in extragalactic star formation,Post-doctoral Positions and Fellowships,McMaster University,Large Academic,/ad/e0e5495c,Canada
768,768,2018,10,2018,Postdoctoral position in extragalactic astronomy ,Post-doctoral Positions and Fellowships,University of Kansas,Large Academic,/ad/5d6fc1e3,United States of America
769,769,2018,11,2018,Astronomy Postdoctoral Research Fellow,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/27e4d7a9,United States of America
770,770,2018,9,2018,"Postdoctoral Positions in the Department of Astrophysical Sciences, Princeton University",Post-doctoral Positions and Fellowships,Princeton University,Small Academic,/ad/93e879a4,United States of America
771,771,2018,11,2018,Associate Professor in Exoplanet or Galaxy Evolution,Faculty Positions (tenure and tenure-track),University College London,Large Academic,/ad/75a3c998,United Kingdom of Great Britain and Northern Ireland
772,772,2017,10,2017,Tenured Faculty Position in Plasmas and High Energy Astrophysics,Faculty Positions (tenure and tenure-track),"Institute of Astronomy,  Geophysics  and  Atmospheric  Sciences  (IAG)  of  the University  of Sao Paulo (USP)",Large Academic,/ad/f7d0d35c,Brazil
773,773,2018,4,2017,Postdoctoral Fellowship in Observational Cosmology,Post-doctoral Positions and Fellowships,CEA-Saclay,Research Laboratory,/ad/c4b3ee4c,France
774,774,2018,12,2018,Postdoctoral Researcher,Post-doctoral Positions and Fellowships,Penn State University,Large Academic,/ad/861d5c23,United States of America
775,775,2017,11,2017,"Astronomy, Lecturer, Part-time",Faculty Positions (visiting and non-tenure),University of Washington,Large Academic,/ad/4e2b89e6,United States of America
776,776,2018,1,2017,Postdoctoral Researcher in Observations and Modelling of Supernovae,Post-doctoral Positions and Fellowships,Liverpool John Moores University,Large Academic,/ad/681fd538,United Kingdom of Great Britain and Northern Ireland
777,777,2017,7,2017,"Faculty Position on Space Debris and Astronomical Dynamics, in Purple Mountain Observatory, Chinese Academy of Sciences",Faculty Positions (tenure and tenure-track),"Purple Mountain Observatory, Chinese Academy of Sciences",Large Academic,/ad/30e36cee,China
778,778,2017,11,2017,Statistical methods for cosmic web analysis,Post-doctoral Positions and Fellowships,Institut d'Astrophysique Spatiale,Foreign,/ad/0d93a555,France
779,779,2016,11,2016,PhD-student positions in Stockholm,Pre-doctoral/Graduate Positions,Stockholm University,Large Academic,/ad/61b7752f,Sweden
780,780,2017,3,2016,Support Scientist at the East Asian ALMA Regional Center (EA-ARC),Faculty Positions (visiting and non-tenure),National Astronomical Observatory of Japan (NAOJ),Foreign,/ad/2ad0094b,Japan
781,781,2019,3,2018,Image Processing Engineer,Other,Spaceflight Industries,Other,/ad/3e6ba272,United States of America
782,782,2017,8,2017,Postdoctoral Position on Protoplanetary Disk Structure &amp; Planet Formation,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/f1aa726e,United Kingdom of Great Britain and Northern Ireland
783,783,2018,3,2017,Postdoctoral Scholar in Supernova Studies and / or Strong Gravitational Lensing,Post-doctoral Positions and Fellowships,University of Minnesota,Large Academic,/ad/3d64bb7e,United States of America
784,784,2019,5,2018,Deep Space Electro-Optical Observations Engineer,Science Engineering,Applied Optimization Inc.,Industry,/ad/0a2bd975,United States of America
785,785,2018,7,2018,TO-Telescope Operator,Scientific/Technical Staff,University of TX - McDonald Obsv,Government Agency,/ad/899633de,United States of America
786,786,2017,11,2017,PhD student position in astronomy ,Pre-doctoral/Graduate Positions,University of Turku,Other,/ad/765d1328,Finland
787,787,2018,9,2018,University of Minnesota Tenure-track Assistant Professor in Astrophysics,Faculty Positions (tenure and tenure-track),University of Minnesota,Large Academic,/ad/f4e90efe,United States of America
788,788,2017,11,2017,2018 KASI Postdoctoral Positions,Post-doctoral Positions and Fellowships,Korea Astronomy and Space Science Institute,Foreign,/ad/6b0e0b3a,Korea (Republic of)
789,789,2017,1,2016, Postdoctoral Positions: Multi-Wavelength Studies of Nearby Galaxies,Post-doctoral Positions and Fellowships,"University of Heidelberg, Center for Astronomy, Germany",Foreign,/ad/7a72dba0,Germany
790,790,2017,9,2017,Staff Scientist,Scientific/Technical Staff,California Institute of Technology,Large Academic,/ad/69293823,United States of America
791,791,2017,5,2016,Director of Operations for the Center for Interdisciplinary Exploration and Research in Astrophysics (CIERA) at Northwestern University,Science Management,Northwestern University,Large Academic,/ad/af34bb3f,United States of America
792,792,2018,11,2018,Department Chair,Faculty Positions (tenure and tenure-track),University of Idaho,Large Academic,/ad/7eb1cfea,United States of America
793,793,2018,10,2018,Fellowship and Postdoctoral Research Positions in Observational and Theoretical Cosmology and Extragalactic Astronomy ,Post-doctoral Positions and Fellowships,Durham University,Foreign,/ad/93d571e7,United Kingdom of Great Britain and Northern Ireland
794,794,2017,8,2017,Research Fellow in Astrophysics,Post-doctoral Positions and Fellowships,Monash University,Large Academic,/ad/6b1d44b7,Australia
795,795,2017,9,2017,Juan Carlos Torres Postdoctoral Fellowship in Astrophysics,Post-doctoral Positions and Fellowships,Massachusetts Institute of Technology,Large Academic,/ad/d0fe1913,United States of America
796,796,2016,8,2016,Gemini Research Intern,Scientific/Technical Staff,Gemini/AURA,Other,/ad/3e8c6232,United States of America
797,797,2019,4,2018,Post-doctoral research fellow (brown dwarfs),Post-doctoral Positions and Fellowships,University of Hertfordshire,Large Academic,/ad/36c1b5c0,United Kingdom of Great Britain and Northern Ireland
798,798,2017,7,2017,"Postdoc position in numerical relativity/cosmology at Center for Theoretical Physics, Polish Academy of Sciences, Warsaw",Post-doctoral Positions and Fellowships,"Center for Theoretical Physics, Polish Academy of Sciences",Foreign,/ad/87910d4f,Poland
799,799,2016,9,2016,Postdoctoral Scholar in UCO and the UC Santa Cruz Department of Astronomy and Astrophysics,Post-doctoral Positions and Fellowships,University of California Santa Cruz,Large Academic,/ad/a6cd6765,United States of America
800,800,2019,4,2018,ESO Studentship Programme 2019/2020,Pre-doctoral/Graduate Positions,European Southern Observatory (ESO),Other,/ad/1c5fb0dc,Germany
801,801,2017,9,2017,Postdoctoral Fellow,Post-doctoral Positions and Fellowships,Universities Space Research Association,Other,/ad/afdf1767,United States of America
802,802,2018,8,2018,"Postdoctoral Fellow Nuclear Astrophysics, Data Eval and Dissemination",Post-doctoral Positions and Fellowships,Michigan State University - NSCL,Large Academic,/ad/33b61d6d,United States of America
803,803,2017,9,2017,Postdoctoral Position in CMB Measurement and Analysis,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,/ad/a4bb8877,United States of America
804,804,2017,12,2017,CMB Instrumentation Postdoctoral Fellowships at University of Science and Technology of China,Post-doctoral Positions and Fellowships,University of Science and Technology of China,Foreign,/ad/717b4aee,China
805,805,2018,9,2018,Assistant Professor of Astronomy,Faculty Positions (tenure and tenure-track),University of Illinois at Urbana-Champaign,Large Academic,/ad/933e1663,United States of America
806,806,2018,9,2018,"Faculty Opening, Astrophysics Experiment",Faculty Positions (tenure and tenure-track),Washington University,Large Academic,/ad/38c921ff,United States of America
807,807,2017,1,2016,Research Scientist: TESS Guest Investigator Program Scientist,Scientific/Technical Staff,Massachusetts Institute of Technology Kavli Institute for Astrophysics and Space Research,Large Academic,/ad/3e738042,United States of America
808,808,2017,11,2017,Postdoctoral Scholar in Extragalactic Research,Post-doctoral Positions and Fellowships,University of Chicago,Large Academic,/ad/a75f5cf8,United States of America
809,809,2018,10,2018,Associate Research Scholar,Post-doctoral Positions and Fellowships,Princeton University,Small Academic,/ad/f69f0ced,United States of America
810,810,2017,9,2017,"Disks, Exoplanets, and Cool Stars Postdoctoral Position",Post-doctoral Positions and Fellowships,University of Colorado,Research Laboratory,/ad/ae0cf821,United States of America
811,811,2019,2,2018,Assistant Teaching Professor of Physics and Astronomy,Faculty Positions (visiting and non-tenure),Ball State University,Large Academic,/ad/d5c74957,United States of America
812,812,2018,10,2018,Lectureships in Astrophysics at Queen's University Belfast,Faculty Positions (tenure and tenure-track),Queen's University Belfast,Large Academic,/ad/82a9fc82,United Kingdom of Great Britain and Northern Ireland
813,813,2018,9,2018,Postdoc &amp; Junior Visiting Professor,Post-doctoral Positions and Fellowships,Institute for Advanced Study,Small Academic,/ad/8737efc0,United States of America
814,814,2016,7,2016, Tenure-track positions in astrophysics and space science at Sun Yat-sen University,Faculty Positions (tenure and tenure-track),"School of Physics and Astronomy, Sun Yat-sen University",Large Academic,/ad/fd8c819f,China
815,815,2018,10,2018,Tenure-Track Faculty Position,Faculty Positions (tenure and tenure-track),United States Naval Academy,Small Academic,/ad/615f219d,United States of America
816,816,2016,9,2016,Faculty Position in Astronomy and Astrophysics â€“ Northwestern University,Faculty Positions (tenure and tenure-track),Northwestern University,Large Academic,/ad/8314cf0a,United States of America
817,817,2018,1,2017,Online Community &amp; Content Officer ,Other,SKA Organisation,Other,/ad/86851c4c,United Kingdom of Great Britain and Northern Ireland
818,818,2017,12,2017,Tenure track positions at Instituto de Astronomia UNAM,Faculty Positions (tenure and tenure-track),Universidad Nacional Autonoma de Mexico,Foreign,/ad/ae6d1c64,Mexico
819,819,2019,3,2018,Postdoctoral position Gaia/DPAC software development,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/67ec5044,Netherlands
820,820,2017,8,2017,Education Outreach Scientist,Scientific/Technical Staff,California Institute of Technology/IPAC,Small Academic,/ad/4ec3285c,United States of America
821,821,2019,2,2018,Instrumentation Specialist,Scientific/Technical Staff,Large Binocular Telescope Observatory,Other,/ad/785c22bb,United States of America
822,822,2017,10,2017,Postdoctoral Scholar,Post-doctoral Positions and Fellowships,California Institute of Technology/IPAC,Small Academic,/ad/6e0cac08,United States of America
823,823,2016,11,2016,Tenure-Track Faculty position in Theoretical Astrophysics and Cosmology,Faculty Positions (tenure and tenure-track),"University of California, Riverside",Large Academic,/ad/68dfd4a9,United States of America
824,824,2018,9,2018,Bibliographic Data Analyst- #02934,Scientific/Technical Staff,Space Telescope Science Institute,Other,/ad/491ae9ce,United States of America
825,825,2017,6,2017,"Program Manager, Event Horizon Telescope",Science Management,Smithsonian Astrophysical Observatory,Other,/ad/271ba404,United States of America
826,826,2017,9,2017,"Tenure-Track Faculty Position in Astronomy, The University of Toledo",Faculty Positions (tenure and tenure-track),University of Toledo,Large Academic,/ad/fad57c5f,United States of America
827,827,2016,12,2016,Postdoc Position in High-Energy Astrophysics,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/845f9683,Germany
828,828,2018,9,2018,CITA Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Canadian Institute for Theoretical Astrophysics,Large Academic,/ad/36ae3143,Canada
829,829,2018,10,2018,Postdoctoral Researcher in Gravitational Wave Astronomy,Post-doctoral Positions and Fellowships,University of Oregon,Large Academic,/ad/ab330473,United States of America
830,830,2017,9,2017,Postdoctoral Research Associate (Astrophysics â€“ Dark Matter and Initiatives),Post-doctoral Positions and Fellowships,Fermilab,Research Laboratory,/ad/a7aa016a,United States of America
831,831,2018,9,2018,"Tenured, Tenure-track Faculty positions(Sejong Univ. in Seoul, South Korea)",Faculty Positions (tenure and tenure-track),Sejong University,Large Academic,/ad/a615268e,Korea (Republic of)
832,832,2018,9,2018,Assistant Professor in Astronomy and Astrophysics,Faculty Positions (tenure and tenure-track),University of Kansas,Large Academic,/ad/4219cd71,United States of America
833,833,2017,8,2017,LSST EPO Coordinator,Other,AURA/LSST,Other,/ad/66718b95,Chile
834,834,2017,7,2017,Postdoctoral Researcher on Galaxy Cluster Cosmology,Post-doctoral Positions and Fellowships,The University of Melbourne,Large Academic,/ad/87e1372c,Australia
835,835,2018,2,2017,Ground Support Engineer (715-500),Science Engineering,Universities Space Research Association,Other,/ad/0f50333b,United States of America
836,836,2017,11,2017,CEICO Postdoctoral Research positions in Gravitation and in Cosmology,Post-doctoral Positions and Fellowships,"CEICO, Institute of Physics of the Czech Academy of Sciences",Foreign,/ad/c37ec347,Czech Republic
837,837,2018,11,2018,Two PhD positions at Lund Observatory,Pre-doctoral/Graduate Positions,Lund University,Large Academic,/ad/e384d109,Sweden
838,838,2019,2,2018,Telescope Manager,Science Management,AURA/Gemini,Other,/ad/e0831e7a,Chile
839,839,2016,11,2016,Fellowship In Cosmology and Gravitational Physics (3 posts) ,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/b466bcd1,United Kingdom of Great Britain and Northern Ireland
840,840,2018,10,2018,Neil Gehrels Prize Postdoctoral Position -- Joint Space-Science Institute,Post-doctoral Positions and Fellowships,University of Maryland,Large Academic,/ad/15ed2316,United States of America
841,841,2017,1,2016,Department Head - Department of Physics and Astronomy - 0407767,Other,James Madison University,Large Academic,/ad/371ae0d7,United States of America
842,842,2019,4,2018,PhD position in the field of Second generation protoplanetary discs around evolved binaries,Pre-doctoral/Graduate Positions,"Institute of Astronomy, KU Leuven",Large Academic,/ad/d989f33c,Belgium
843,843,2018,5,2017,Research Assistant/Associate (Fixed Term),Post-doctoral Positions and Fellowships,University of Cambridge,Foreign,/ad/4588d1b3,United Kingdom of Great Britain and Northern Ireland
844,844,2016,11,2016,ONE POSTDOCTORAL CONTRACT PD HARMONI 2016,Post-doctoral Positions and Fellowships,Instituto de AstrofÃ_sica de Canarias,Government Agency,/ad/86d78f21,Spain
845,845,2017,8,2017,Assistant Professor- Physics - Gravitational-wave astronomy,Faculty Positions (tenure and tenure-track),Syracuse University,Large Academic,/ad/d8ceea38,United States of America
846,846,2017,10,2017,Postdoctoral fellowships in cosmology and astrophysics at Kavli IPMU,Post-doctoral Positions and Fellowships,Kavli Institute for the Physics and Mathematics of the Universe (Kavli IPMU),Research Laboratory,/ad/0e37f846,Japan
847,847,2018,11,2018,Assistant Professor of Physics,Faculty Positions (tenure and tenure-track),Norwich University,Small Academic,/ad/f49e617e,United States of America
848,848,2016,6,2016,"Research Fellow/Senior Research Fellow in Accretion &amp; Jet Physics at the International Centre for Radio Astronomy Research (ICRAR), Curtin University node.",Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/3c3ba422,Australia
849,849,2017,7,2017,Software Developer in Radio Astronomy,Post-doctoral Positions and Fellowships,Dublin Instittute for Advanced Studies,Small Academic,/ad/723c3264,Ireland
